Area,Year,Item,Area Harvested,Production,Yield
Bangladesh,2017,"Peas, dry",16529,18415,11141
Bangladesh,2017,Pigeon peas,516,552,10698
Bangladesh,2017,Pineapples,14359,211833,147526
Bangladesh,2017,Potatoes,499725,10215957,204432
Bangladesh,2017,Pulses nes,112097,119000,10616
Bangladesh,2017,"Rice, paddy",11615000,54148000,46619
Bangladesh,2017,Sesame seed,37518,33999,9062
Bangladesh,2017,Sorghum,83,92,11084
Bangladesh,2017,Spices nes,47332,168000,35494
Bangladesh,2017,Spinach,8744,66292,75814
Bangladesh,2017,Sugar cane,92060,3862775,419593
Bangladesh,2017,Sugar crops nes,11126,258777,232588
Bangladesh,2017,Sweet potatoes,25750,262702,102020
Bangladesh,2017,"Tangerines, mandarins, clementines, satsumas",4041,23206,57426
Bangladesh,2017,Tea,53856,81850,15198
Bangladesh,2017,Tobacco,45729,91573,20025
Bangladesh,2017,Tomatoes,27666,388725,140506
Bangladesh,2017,"Vegetables, fresh nes",188986,1590000,84133
Bangladesh,2017,Wheat,415339,31576,1311473
Bangladesh,2017,Roots and Tubers,525475,10478659,199413
Bangladesh,2017,Vegetables Primary,616549,5823913,94460
Bangladesh,2018,Areca nuts,270358,215783,7981
Bangladesh,2018,Bananas,49123,810347,164963
Bangladesh,2018,Barley,301,244,8106
Bangladesh,2018,"Bastfibres, others",6658,2666,4004
Bangladesh,2018,"Beans, dry",81720,75532,9243
Bangladesh,2018,"Beans, green",20594,134860,65485
Bangladesh,2018,Berries nes,1990,26796,134653
Bangladesh,2018,Cabbages and other brassicas,18546,321719,173471
Bangladesh,2018,Castor oil seed,366,256,6995
Bangladesh,2018,Cauliflowers and broccoli,19459,274297,140962
Bangladesh,2018,Chick peas,5027,4964,9875
Bangladesh,2018,"Chillies and peppers, dry",101072,141177,13968
Bangladesh,2018,Coconuts,43000,466975,108599
Bangladesh,2018,Cucumbers and gherkins,15287,112974,73902
Bangladesh,2018,Fibre crops nes,2040,389,1907
Bangladesh,2018,"Fruit, fresh nes",83989,649596,77343
Bangladesh,2018,"Fruit, tropical fresh nes",105277,1038000,98597
Bangladesh,2018,Garlic,71411,461970,64692
Bangladesh,2018,Ginger,9609,79438,82670
Bangladesh,2018,Grapefruit (inc. pomelos),9192,68137,74126
Bangladesh,2018,"Groundnuts, with shell",38043,66828,17566
Bangladesh,2018,Jute,758218,1613762,21284
Bangladesh,2018,Lemons and limes,21868,67077,30674
Bangladesh,2018,Lentils,155963,176633,11325
Bangladesh,2018,Lettuce and chicory,7563,41003,54215
Bangladesh,2018,Linseed,5633,4464,7925
Bangladesh,2018,Maize,400478,3288102,82104
Bangladesh,2018,"Mangoes, mangosteens, guavas",48947,1407308,287517
Bangladesh,2018,"Melons, other (inc.cantaloupes)",15379,267694,174065
Bangladesh,2018,Millet,7856,7811,9943
Bangladesh,2018,Oilseeds nes,1510,2531,16762
Bangladesh,2018,"Onions, dry",178506,1737714,97348
Bangladesh,2018,Oranges,498,3315,66566
Bangladesh,2018,"Peas, dry",7181,8139,11334
Bangladesh,2018,Pigeon peas,464,465,10022
Bangladesh,2018,Pineapples,14260,208401,146144
Bangladesh,2018,Potatoes,477419,9744412,204106
Bangladesh,2018,Pulses nes,104208,114775,11014
Bangladesh,2018,"Rice, paddy",11515000,54416000,47257
Bangladesh,2018,Sesame seed,37567,34859,9279
Bangladesh,2018,Sorghum,73,87,11918
Bangladesh,2018,Spices nes,46538,173079,37191
Bangladesh,2018,Spinach,9257,55609,60072
Bangladesh,2018,Sugar cane,90156,3638731,403604
Bangladesh,2018,Sugar crops nes,11682,272072,232898
Bangladesh,2018,Sweet potatoes,23975,246816,102947
Bangladesh,2018,"Tangerines, mandarins, clementines, satsumas",3593,22086,61470
Bangladesh,2018,Tea,67043,78150,11657
Bangladesh,2018,Tobacco,42458,89013,20965
Bangladesh,2018,Tomatoes,28130,385038,136878
Bangladesh,2018,"Vegetables, fresh nes",191414,1634000,85365
Bangladesh,2018,Wheat,351213,31302,1099373
Bangladesh,2018,Roots and Tubers,501394,9991228,199269
Bangladesh,2018,Vegetables Primary,616749,5759325,93382
Bangladesh,2019,Areca nuts,386957,316715,8185
Bangladesh,2019,Bananas,48850,833309,170585
Bangladesh,2019,Barley,191,157,8220
Bangladesh,2019,"Bastfibres, others",8037,2660,3310
Bangladesh,2019,"Beans, dry",87380,76224,8723
Bangladesh,2019,"Beans, green",20873,144050,69013
Bangladesh,2019,Berries nes,1931,27329,141528
Bangladesh,2019,Cabbages and other brassicas,19182,331020,172568
Bangladesh,2019,Castor oil seed,364,254,6978
Bangladesh,2019,Cauliflowers and broccoli,20181,284327,140888
Bangladesh,2019,Chick peas,4812,5347,11112
Bangladesh,2019,"Chillies and peppers, dry",96800,149473,15441
Bangladesh,2019,Coconuts,36483,431596,118301
Bangladesh,2019,Cucumbers and gherkins,15374,119136,77492
Bangladesh,2019,Fibre crops nes,2062,384,1862
Bangladesh,2019,"Fruit, fresh nes",83470,661823,79289
Bangladesh,2019,"Fruit, tropical fresh nes",102405,1009494,98579
Bangladesh,2019,Garlic,71734,466389,65016
Bangladesh,2019,Ginger,9610,80234,83490
Bangladesh,2019,Grapefruit (inc. pomelos),12658,72110,56968
Bangladesh,2019,"Groundnuts, with shell",35260,62832,17820
Bangladesh,2019,Jute,749658,1600474,21349
Bangladesh,2019,Lemons and limes,21144,67077,31724
Bangladesh,2019,Lentils,142418,175384,12315
Bangladesh,2019,Lettuce and chicory,7285,38490,52835
Bangladesh,2019,Linseed,5284,3641,6891
Bangladesh,2019,Maize,445099,3569321,80192
Bangladesh,2019,"Mangoes, mangosteens, guavas",134354,1456331,108395
Bangladesh,2019,"Melons, other (inc.cantaloupes)",14707,228960,155681
Bangladesh,2019,Millet,9755,9200,9431
Bangladesh,2019,Oilseeds nes,1290,1975,15310
Bangladesh,2019,"Onions, dry",172456,1802868,104541
Bangladesh,2019,Oranges,685,3393,49533
Bangladesh,2019,"Peas, dry",7097,7439,10482
Bangladesh,2019,Pigeon peas,465,468,10065
Bangladesh,2019,Pineapples,14892,217439,146011
Bangladesh,2019,Potatoes,468395,9655082,206131
Bangladesh,2019,Pulses nes,111980,128565,11481
Bangladesh,2019,"Rice, paddy",11516553,54586344,47398
Bangladesh,2019,Sesame seed,34206,31613,9242
Bangladesh,2019,Sorghum,79,87,11013
Bangladesh,2019,Spices nes,52133,173851,33348
Bangladesh,2019,Spinach,9580,57616,60142
Bangladesh,2019,Sugar cane,81062,3141923,387595
Bangladesh,2019,Sugar crops nes,9019,214941,238320
Bangladesh,2019,Sweet potatoes,23014,235881,102495
Bangladesh,2019,"Tangerines, mandarins, clementines, satsumas",3573,22747,63664
Bangladesh,2019,Tea,54001,90685,16793
Bangladesh,2019,Tobacco,59640,128597,21562
Bangladesh,2019,Tomatoes,28205,387653,137441
Bangladesh,2019,"Vegetables, fresh nes",227884,2034364,89272
Bangladesh,2019,Wheat,330348,30780,1016811
Bangladesh,2019,Roots and Tubers,491409,9890963,201278
Bangladesh,2019,Vegetables Primary,651132,6300864,96768
